file_path,label
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0000.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0001.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0002.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0003.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0004.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0005.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0006.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0007.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0008.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0009.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0010.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0011.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0012.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0013.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0014.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0015.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0016.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0017.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0018.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0019.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0020.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0021.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0022.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0023.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0024.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0025.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0026.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0027.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0028.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0029.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0030.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0031.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0032.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0033.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0034.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0035.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0036.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0037.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0038.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0039.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0040.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0041.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0042.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0043.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0044.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0045.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0046.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0047.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0048.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\aimal_zorro_ataque\frame_0049.png,aimal_zorro_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0000.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0001.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0002.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0003.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0004.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0005.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0006.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0007.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0008.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0009.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0010.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0011.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0012.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0013.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0014.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0015.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0016.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0017.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0018.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0019.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0020.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0021.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0022.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0023.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0024.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0025.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0026.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0027.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0028.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0029.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0030.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0031.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0032.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0033.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0034.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0035.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0036.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0037.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0038.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0039.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0040.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0041.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0042.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0043.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0044.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0045.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0046.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0047.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0048.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0049.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0050.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0051.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_panda_ataque\frame_0052.png,animal_panda_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_rata_ataque\frame_0000.png,animal_rata_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_rata_ataque\frame_0001.png,animal_rata_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_rata_ataque\frame_0002.png,animal_rata_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_rata_ataque\frame_0003.png,animal_rata_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_rata_ataque\frame_0004.png,animal_rata_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_rata_ataque\frame_0005.png,animal_rata_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_rata_ataque\frame_0006.png,animal_rata_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_rata_ataque\frame_0007.png,animal_rata_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_rata_ataque\frame_0008.png,animal_rata_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_rata_ataque\frame_0009.png,animal_rata_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_rata_ataque\frame_0010.png,animal_rata_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_rata_ataque\frame_0011.png,animal_rata_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_rata_ataque\frame_0012.png,animal_rata_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_rata_ataque\frame_0013.png,animal_rata_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_rata_ataque\frame_0014.png,animal_rata_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_rata_ataque\frame_0015.png,animal_rata_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_rata_ataque\frame_0016.png,animal_rata_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_rata_ataque\frame_0017.png,animal_rata_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_rata_ataque\frame_0018.png,animal_rata_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_rata_ataque\frame_0019.png,animal_rata_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_rata_ataque\frame_0020.png,animal_rata_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_rata_ataque\frame_0021.png,animal_rata_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_rata_ataque\frame_0022.png,animal_rata_ataque
C:\Users\camlo\Desktop\intento\processed_frames\animal_rata_ataque\frame_0023.png,animal_rata_ataque
